Retweets,Likes,Cleaned_Tweets,day,month
2739,15457,Would be a good move. Needs to include put options &amp; synthetic shorts.,25,2
1980,36735,Successful Starlink deploy,25,2
445,9157,We’ve had about 60 or so cars testing internally in Canada. Hoping to go wider this weekend.,25,2
368,6898,"Starlink is a little patchy to Tonga right now, but will improve dramatically as laser inter-satellite links activate",25,2
261,9577,Yes,25,2
606,6364,"LIDAR is a seductive local maximum. SpaceX designed &amp; built them to dock with ISS.However, the road system was designed to work with biological neural nets &amp; eyes, so a general solution to self-driving necessarily will require silicon neural nets &amp; cameras.Real-world AI.",25,2
163,3470,Protagonists created over half a century ago don’t count,25,2
300,3942,Signal is the least insecure messaging service,25,2
823,10404,Hollywood refuses to write even one story about an actual company startup where the CEO isn’t a dweeb and/or evil,25,2
262,3905,Just iMessage &amp; Signal,25,2
149,4257,Me too,25,2
104,2084,"Actual question, not rhetorical",25,2
223,3304,Are you sure Signal is secure?,25,2
4290,31692,"I didn’t start the fight, but I will finish it.",23,2
3179,30127,Building a case is exactly what I’ve been doing,23,2
449,5319,Exactly,23,2
368,8714,Would be cool if we are backed up somehow,23,2
277,7900,Yeah,23,2
168,3435,"Yeah, definitely don’t use C unless optimizing for hardware performance!",23,2
928,10747,"I’m a fan of Rust. Clearly scales well, given that Discord uses it.For max performance, however, nothing beats tight C with a customized compiler on specialized hardware. Important for max frame rate on vehicle inference computer.Otherwise, we mostly use C++ &amp; Python.",23,2
224,3225,"While it is tempting to focus on one of those arenas as the “hard one”, in fact they are all difficult &amp; important. Tight C &amp; custom compiler too.An inference computer optimized for energy efficiency, reliability &amp; long life is also critical. Can’t just jam GPUs in the trunk.",23,2
96,2255,Definitely,23,2
553,7320,"A general solution to self-driving (essentially, real-world AI) requires writing extremely difficult software in the arenas of training, inference, control, analytical tools, data management, hardware optimization &amp; simulation.One of the hardest technology problems that exists.",23,2
114,2792,Compilers can be way better too. Not enough effort spent there.,23,2
51,1211,Sorry!,22,2
241,2921,We’re working through the general case of making Steam games work on a Tesla vs specific titles. Former is obviously where we should be long-term.,22,2
376,12776,Yes. This is an advantage of iron cathode lithium batteries.,22,2
292,9228,Night City has beautiful art,22,2
695,18010,Great game,22,2
1671,37878,But 69% of statistics are false,22,2
441,12001,Norway is awesome! ,22,2
247,3089,"Small changes usually affect production for less than an hour, as they’re applied to a few stations during breaks.Big changes may impact output for a day or two. Reversing out big changes or unexpected parts shortages are what impact several days.",22,2
293,5864,Sometimes 20 small changes in a single week,22,2
649,8867,"Switching to renewables with batteries would avoid blackouts. Batteries are essential, due to the intermittent nature of renewables.",22,2
157,2062,We must fight for it to be better,22,2
1686,17897,This is just peeling back the first layer of the corruption onion. Stay tuned …,22,2
123,1890,Why many come to America,22,2
196,6391,Beautiful,22,2
125,3002,Yes,22,2
393,5291,V11 is ,22,2
89,2118,Tuesday,22,2
60,1611,Yeah,22,2
4517,46892,tau &gt; pi,22,2
10696,122921,ℏ,22,2
153,3171,!!,22,2
141,2539,!,22,2
514,12140,In Earth years,22,2
281,7435,It is taking longer than expected to make the upper stage not expendable (sigh),22,2
132,1895,"Instead of “research suggests”, I suggest “warlocks say”",22,2
219,4537,… a river,22,2
2064,48494,M Night should do a horror movie about this – it would resonate,22,2
19940,215515,Entertainment is becoming a username/password/2FA nightmare,21,2
227,4309,"Sounds good, we will send one over",21,2
118,1949,That would be great,21,2
171,4003,"Maybe near BRO airport, since that serves both communities?",21,2
471,9114,"If South Padre and/or Brownsville would like a Starship prototype, we can send one over",21,2
428,5255,"I’m pretty sure I’ve paid the most taxes of any individual ever to California, but it isn’t obvious what is done with the money",21,2
142,2158,"Rather than correcting itself, the lower birth rate trend appears to be accelerating",21,2
364,8348,"Tesla owners in the greater Giga Texas area will get priority, so yes",21,2
199,2769,Single biggest threat to future of civilization imo,21,2
230,8101,Ok,21,2
357,6575,They will be fine,21,2
623,5600,"The only reason I didn’t pay federal tax in 2018 is because I *overpaid* in 2017! Since they stole my tax records, they actually know that.",21,2
2532,21783,Hypocritical megadouche!,20,2
11514,92910,"Will visit IRS next time I’m in DC just to say hi, since I paid the most taxes ever in history for an individual last year. Maybe I can have a cookie or something …",20,2
106,2270,True,20,2
591,12998,Seriously. How long must this go on?,20,2
171,2631,"Depends mostly on FAA certification, but hopefully within 6 months. We’re testing on Gulfstreams to debug issues, but deployment priority is commercial airliners.",20,2
336,4294,Cybertruck,20,2
112,2358,"Yes, in the air",20,2
219,4364,Probably,20,2
2663,88140,I think it will reach,20,2
4801,108008,I’m dropping a new album,20,2
902,23914,We have a very talented team,19,2
2489,23657,"I wish I could help. At this point, it seems that voting at the next election is the remedy.",19,2
377,4631,"Actually, April 7th",19,2
459,5545,"SpaceX’s goal is to make life multiplanetary, whereas their goal is to put a handful of satellites in orbit",19,2
203,5785,Are they even trying?,19,2
137,3314,Yes,19,2
104,2223,Yes,19,2
275,4058,April 1st,19,2
2853,13681,"And, of course, you can pay in Ðoge",19,2
811,10903,And futuristic diner / drive-in theater planned for Hollywood area!,19,2
273,5972,Indeed,19,2
1033,19713,"Lucky bastards, we are!",19,2
409,8985,We are a mobile cell colony,19,2
12705,186188,So amazing that we decompress from a single cell to over 30 trillion cells,18,2
626,18303,…,18,2
407,7235,Absolutely,18,2
1251,51790,Pretty much ,18,2
262,5797,Plaid Model S &amp; X are sublime,18,2
1013,11595,Product &gt; Marketing,18,2
5094,82481,"An evolutionary asymmetry helpful to survival, but counterproductive when survival is not at stake",17,2
33195,247008,Reasons to hate are remembered better than reasons to love,17,2
349,3196,"For an in-depth explanation, read",17,2
720,15889,High pain threshold,17,2
1978,29669,Model 3 is literally the most made in America car in – well of course – America,17,2
12701,120729,"I was at a lunch with Munger in 2009 where he told the whole table all the ways Tesla would fail. Made me quite sad, but I told him I agreed with all those reasons &amp; that we would probably die, but it was worth trying anyway.",16,2
198,4606,Some carmakers are trying hard,16,2
2451,36618,[ahem],16,2
72,2433,Ok,16,2
396,9836,No way ,16,2
936,18222,Agreed. This has been broken for a long time.,16,2
3689,60180,This will be real in our lifetime,15,2
7746,70538,Starship to Mars simulation,15,2
924,12621,Election time will be interesting,15,2
267,3701,Announcements coming soon,14,2
253,5741,"Yes, but more ground stations &amp; improved packet routing will make a bigger difference",14,2
82,1779,System is working well in Australia &amp; New Zealand,14,2
7236,129813,Over 250k Starlink user terminals,14,2
7018,77609,Destacking Starship,14,2
1576,45479,"Wow, that’s a lot of podcasts! Ok, I will do one. Maybe we could combine with Dave Lee and a few others.",14,2
247,6704,Tim is great,13,2
260,5993,Great,13,2
191,3810,So many layers with Tesla FSD AI!,13,2
226,3851,The pledge is good no matter what,13,2
586,10349,Moving to 33 engines on next booster,13,2
461,10147,Ancient times,13,2
280,4667,The fun police made us do it (sigh),13,2
958,14178,Now Tesla is worth a trilly willy!,13,2
291,10749,"Yup, we need to do that",13,2
1823,44061,High standard!,12,2
622,9038,That was a tough one. New Model Y structural pack is next-level though.,12,2
248,8104,"Happy birthday, Jared!",11,2
104480,591457,"The duty of a leader is to serve their people, not for the people to serve them",11,2
318,7056,Car should also reverse slightly if it peeks into an intersection &amp; sees fast-moving cross-traffic (just like a person would),11,2
490,9507,Exactly,11,2
494,14179,True,11,2
1035,25217,Probably 250 t-F by end of year,11,2
307,6845,"Later this year, remaining fussy bits will be gone, allowing deletion of shroud",11,2
4784,31835,"True national debt, including unfunded entitlements, is at least $60 trillion – roughly three times the size of the entire US economy. Something has got to give.",11,2
191,3816,Looming disaster for sure,11,2
560,19210,Good question!,10,2
310,7793,Human for scale,10,2
4966,67129,Tower arms are lifting Starship onto Super Heavy Booster,10,2
157,2750,This would generate a lot of goodwill,9,2
666,16200,  ,9,2
2653,34372,Much appreciated!,9,2
239,4464,Model X is an extremely difficult car to build. Most complex passenger car ever. Limiting factor is interior trim.,9,2
318,4894,We dropped the ball badly regarding new Model X production ramp &amp; still haven’t fully recovered. Was idiotic to stop production of old X in Dec 2020 when there was still plenty of demand!,9,2
437,8460,Pretty much,9,2
723,13383,"Thanks, this made a difference!",8,2
1580,21790,Tesla,8,2
324,7282,Yup!,8,2
